331,TO,1703008,BABAÇULÂNDIA,1788,463
332,TO,1703057,BANDEIRANTES DO TOCANTINS,1541,846
333,TO,1703073,BARRA DO OURO,1106,345
334,TO,1703107,BARROLÂNDIA,713,300
335,TO,1703206,BERNARDO SAYÃO,926,888
336,TO,1703305,BOM JESUS DO TOCANTINS,1332,672
337,TO,1703602,BRASILÂNDIA DO TOCANTINS,641,467
338,TO,1703701,BREJINHO DE NAZARÉ,1724,450
339,TO,1703800,BURITI DO TOCANTINS,251,921
340,TO,1703826,CACHOEIRINHA,352,346
341,TO,1703842,CAMPOS LINDOS,3240,177
342,TO,1703867,CARIRI DO TOCANTINS,1128,601
343,TO,1703883,CARMOLÂNDIA,339,405
344,TO,1703891,CARRASCO BONITO,192,939
345,TO,1703909,CASEARA,1691,637
346,TO,1704105,CENTENÁRIO,1954,699
347,TO,1704600,CHAPADA DE AREIA,659,249
348,TO,1705102,CHAPADA DA NATIVIDADE,1646,472
349,TO,1705508,COLINAS DO TOCANTINS,843,846
350,TO,1705557,COMBINADO,209,572
351,TO,1705607,CONCEIÇÃO DO TOCANTINS,2500,740
352,TO,1706001,COUTO MAGALHÃES,1585,786
353,TO,1706100,CRISTALÂNDIA,1848,241
354,TO,1706258,CRIXÁS DO TOCANTINS,986,693
355,TO,1706506,DARCINÓPOLIS,1639,162
356,TO,1707009,DIANÓPOLIS,3217,313
357,TO,1707108,DIVINÓPOLIS DO TOCANTINS,2347,434
358,TO,1707207,DOIS IRMÃOS DO TOCANTINS,3757,036
359,TO,1707306,DUERÉ,3424,852
360,TO,1707405,ESPERANTINA,504,023
361,TO,1707553,FÁTIMA,382,907
362,TO,1707652,FIGUEIRÓPOLIS,1930,072
363,TO,1707702,FILADÉLFIA,1988,081
364,TO,1708205,FORMOSO DO ARAGUAIA,13423,378
365,TO,1708254,FORTALEZA DO TABOCÃO,621,562
366,TO,1708304,GOIANORTE,1800,983
367,TO,1709005,GOIATINS,6408,602
368,TO,1709302,GUARAÍ,2268,161
369,TO,1709500,GURUPI,1836,091
370,TO,1709807,IPUEIRAS,815,254
371,TO,1710508,ITACAJÁ,3051,360
372,TO,1710706,ITAGUATINS,739,858
373,TO,1710904,ITAPIRATINS,1243,961
374,TO,1711100,ITAPORÃ DO TOCANTINS,972,977
375,TO,1711506,JAÚ DO TOCANTINS,2173,047
376,TO,1711803,JUARINA,481,048
377,TO,1711902,LAGOA DA CONFUSÃO,10564,683
378,TO,1711951,LAGOA DO TOCANTINS,911,342
379,TO,1712009,LAJEADO,322,485
380,TO,1712157,LAVANDEIRA,519,614
381,TO,1712405,LIZARDA,5723,234
382,TO,1712454,LUZINÓPOLIS,279,563
383,TO,1712504,MARIANÓPOLIS DO TOCANTINS,2091,374
384,TO,1712702,MATEIROS,9681,658
385,TO,1712801,MAURILÂNDIA DO TOCANTINS,738,105
386,TO,1713205,MIRACEMA DO TOCANTINS,2656,090
387,TO,1713304,MIRANORTE,1031,624
388,TO,1713601,MONTE DO CARMO,3616,674
389,TO,1713700,MONTE SANTO DO TOCANTINS,1091,553
390,TO,1713809,PALMEIRAS DO TOCANTINS,747,898
391,TO,1713957,MURICILÂNDIA,1186,670
392,TO,1714203,NATIVIDADE,3240,715
393,TO,1714302,NAZARÉ,395,907
394,TO,1714880,NOVA OLINDA,1566,184
395,TO,1715002,NOVA ROSALÂNDIA,516,308
396,TO,1715101,NOVO ACORDO,2674,682
397,TO,1715150,NOVO ALEGRE,200,104
398,TO,1715259,NOVO JARDIM,1309,665
399,TO,1715507,OLIVEIRA DE FÁTIMA,205,850
400,TO,1715705,PALMEIRANTE,2640,816
401,TO,1715754,PALMEIRÓPOLIS,1703,944
402,TO,1716109,PARAÍSO DO TOCANTINS,1268,060
403,TO,1716208,PARANÃ,11260,216
404,TO,1716307,PAU D'ARCO,1377,406
405,TO,1716505,PEDRO AFONSO,2010,902
406,TO,1716604,PEIXE,5291,206
407,TO,1716653,PEQUIZEIRO,1209,798
408,TO,1716703,COLMÉIA,990,723
409,TO,1717008,PINDORAMA DO TOCANTINS,1559,086
410,TO,1717206,PIRAQUÊ,1367,610
411,TO,1717503,PIUM,10013,766
412,TO,1717800,PONTE ALTA DO BOM JESUS,1806,141
413,TO,1717909,PONTE ALTA DO TOCANTINS,6491,125
414,TO,1718006,PORTO ALEGRE DO TOCANTINS,501,862
415,TO,1718204,PORTO NACIONAL,4449,917
416,TO,1718303,PRAIA NORTE,289,054
417,TO,1718402,PRESIDENTE KENNEDY,770,423
418,TO,1718451,PUGMIL,401,834
419,TO,1718501,RECURSOLÂNDIA,2216,663
420,TO,1718550,RIACHINHO,517,478
421,TO,1718659,RIO DA CONCEIÇÃO,787,116
422,TO,1718709,RIO DOS BOIS,845,065
423,TO,1718758,RIO SONO,6354,367
424,TO,1718808,SAMPAIO,222,290
425,TO,1718840,SANDOLÂNDIA,3528,631
426,TO,1718865,SANTA FÉ DO ARAGUAIA,1678,091
427,TO,1718881,SANTA MARIA DO TOCANTINS,1410,457
428,TO,1718899,SANTA RITA DO TOCANTINS,3274,948
429,TO,1718907,SANTA ROSA DO TOCANTINS,1796,257
430,TO,1719004,SANTA TEREZA DO TOCANTINS,539,912
431,TO,1720002,SANTA TEREZINHA DO TOCANTINS,269,677
432,TO,1720101,SÃO BENTO DO TOCANTINS,1105,900
433,TO,1720150,SÃO FÉLIX DO TOCANTINS,1908,678
434,TO,1720200,SÃO MIGUEL DO TOCANTINS,398,820
435,TO,1720259,SÃO SALVADOR DO TOCANTINS,1422,032
436,TO,1720309,SÃO SEBASTIÃO DO TOCANTINS,287,273
437,TO,1720499,SÃO VALÉRIO,2519,585
438,TO,1720655,SILVANÓPOLIS,1258,831
439,TO,1720804,SÍTIO NOVO DO TOCANTINS,324,096
440,TO,1720853,SUCUPIRA,1025,519
441,TO,1720903,TAGUATINGA,2437,399
442,TO,1720937,TAIPAS DO TOCANTINS,1116,202
443,TO,1720978,TALISMÃ,2156,897
444,TO,1721000,PALMAS,2218,942
445,TO,1721109,TOCANTÍNIA,2601,603
446,TO,1721208,TOCANTINÓPOLIS,1077,073
447,TO,1721257,TUPIRAMA,712,206
448,TO,1721307,TUPIRATINS,895,308
449,TO,1722081,WANDERLÂNDIA,1373,059
450,TO,1722107,XAMBIOÁ,1186,430
451,MA,2100055,AÇAILÂNDIA,5806,439
452,MA,2100105,AFONSO CUNHA,371,338
453,MA,2100154,ÁGUA DOCE DO MARANHÃO,443,267
454,MA,2100204,ALCÂNTARA,1457,916
455,MA,2100303,ALDEIAS ALTAS,1942,121
456,MA,2100402,ALTAMIRA DO MARANHÃO,523,789
457,MA,2100436,ALTO ALEGRE DO MARANHÃO,383,308
458,MA,2100477,ALTO ALEGRE DO PINDARÉ,1876,032
459,MA,2100501,ALTO PARNAÍBA,11132,176
460,MA,2100550,AMAPÁ DO MARANHÃO,502,402
461,MA,2100600,AMARANTE DO MARANHÃO,7438,217
462,MA,2100709,ANAJATUBA,1011,135
463,MA,2100808,ANAPURUS,608,292
464,MA,2100832,APICUM-AÇU,488,806
465,MA,2100873,ARAGUANÃ,805,193
466,MA,2100907,ARAIOSES,1782,598
467,MA,2100956,ARAME,2976,039
468,MA,2101004,ARARI,1100,275
469,MA,2101103,AXIXÁ,203,153
470,MA,2101202,BACABAL,1683,073
471,MA,2101251,BACABEIRA,615,589
472,MA,2101301,BACURI,823,723
473,MA,2101350,BACURITUBA,674,512
474,MA,2101400,BALSAS,13141,757
475,MA,2101509,BARÃO DE GRAJAÚ,2208,324
476,MA,2101608,BARRA DO CORDA,5190,339
477,MA,2101707,BARREIRINHAS,3026,540
478,MA,2101731,BELÁGUA,569,428
479,MA,2101772,BELA VISTA DO MARANHÃO,147,954
480,MA,2101806,BENEDITO LEITE,1781,734
481,MA,2101905,BEQUIMÃO,797,716
482,MA,2101939,BERNARDO DO MEARIM,247,221
483,MA,2101970,BOA VISTA DO GURUPI,403,460
484,MA,2102002,BOM JARDIM,6590,531
485,MA,2102036,BOM JESUS DAS SELVAS,2679,074
486,MA,2102077,BOM LUGAR,445,476
487,MA,2102101,BREJO,1074,631
488,MA,2102150,BREJO DE AREIA,986,036
489,MA,2102200,BURITI,1473,964
490,MA,2102309,BURITI BRAVO,1582,552
491,MA,2102325,BURITICUPU,2545,441
492,MA,2102358,BURITIRANA,818,424
493,MA,2102374,CACHOEIRA GRANDE,705,625
